# FrameTime=1781596344.71, PointCount=523
10.4952,13.6704
10.5116,13.7108
10.4886,13.7130
10.4763,13.7257
10.4568,13.7313
10.4373,13.7368
10.4689,13.7931
10.4054,13.7546
10.3859,13.7599
10.3664,13.7651
10.3400,13.7631
10.3275,13.7753
10.3323,13.8054
10.3696,13.8695
10.3415,13.8658
10.3116,13.8599
10.3159,13.8901
10.3251,13.9257
10.3087,13.9341
10.2957,13.9462
10.2725,13.9473
10.2850,13.9871
10.2315,13.9548
10.2117,13.9593
10.2020,13.9748
10.1889,13.9866
10.1857,14.0095
10.1625,14.0100
10.1163,14.0107
10.0802,13.9958
10.0058,13.9362
10.0603,14.0262
10.0470,14.0375
10.0337,14.0488
10.0070,14.0713
9.9936,14.0825
9.9770,14.0898
9.9635,14.1009
9.9064,14.0586
9.9428,14.1307
9.9587,14.1783
9.9218,14.1604
9.9113,14.1753
9.9006,14.1901
9.8900,14.2049
9.8792,14.2196
9.8654,14.2305
9.8576,14.2491
9.8418,14.2864
